instance_path,n,m,category
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_7.cnf,250,5280,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_8.cnf,250,5280,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_9.cnf,250,5280,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_0.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_1.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_2.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_3.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_4.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_5.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_6.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_7.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_8.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_9.cnf,275,5808,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_0.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_1.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_2.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_3.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_4.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_5.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_6.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_7.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_8.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_9.cnf,300,6336,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_0.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_1.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_2.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_3.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_4.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_5.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_6.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_7.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_8.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_9.cnf,325,6864,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_0.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_1.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_2.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_3.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_4.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_5.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_6.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_7.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_8.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_9.cnf,350,7392,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_0.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_1.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_2.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_3.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_4.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_5.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_6.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_7.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_8.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_9.cnf,375,7920,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_0.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_1.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_2.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_3.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_4.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_5.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_6.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_7.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_8.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_9.cnf,400,8448,rand5cnf
/scratch/jt2chung/xMaplesatExperiments/instances/php/php10.cnf,90,415,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php11.cnf,110,561,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php12.cnf,132,738,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php13.cnf,156,949,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php14.cnf,182,1197,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php15.cnf,210,1485,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php16.cnf,240,1816,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php17.cnf,272,2193,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php18.cnf,306,2619,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php19.cnf,342,3097,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php20.cnf,380,3630,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php4.cnf,12,22,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php5.cnf,20,45,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php6.cnf,30,81,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php7.cnf,42,133,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php8.cnf,56,204,php
/scratch/jt2chung/xMaplesatExperiments/instances/php/php9.cnf,72,297,php
/scratch/jt2chung/parameters_of_industiral/crypto/bitcoin_mining_2018/satcoin-genesis-SAT-10_maplesat_preprocess.cnf,84822,550971,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/bitcoin_mining_2018/satcoin-genesis-SAT-256_maplesat_preprocess.cnf,85046,552469,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/bitcoin_mining_2018/satcoin-genesis-SAT-32_maplesat_preprocess.cnf,84822,550970,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c4-p6-13-17-19_maplesat_preprocess.cnf,11503,62069,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p0-5-11-13-18_maplesat_preprocess.cnf,11521,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p0-7-10-15-19_maplesat_preprocess.cnf,11521,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p1-5-10-12-18_maplesat_preprocess.cnf,11524,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p1-8-13-18-19_maplesat_preprocess.cnf,11528,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p1-8-9-16-19_maplesat_preprocess.cnf,11528,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c5-p5-13-16-17-19_maplesat_preprocess.cnf,11526,62134,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18_maplesat_preprocess.cnf,11574,62199,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19_maplesat_preprocess.cnf,11568,62199,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19_maplesat_preprocess.cnf,11566,62199,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md4-families-r24-c8-p2-3-4-5-7-12-16-19_maplesat_preprocess.cnf,11627,62329,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c11-p1-4-6-9-10-11-13-15-17-18-19_maplesat_preprocess.cnf,16106,90042,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c4-p1-3-4-16_maplesat_preprocess.cnf,15891,89583,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c5-p2-7-8-15-19_maplesat_preprocess.cnf,15925,89636,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c5-p6-11-15-16-19_maplesat_preprocess.cnf,15915,89648,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c6-p1-4-6-13-14-18_maplesat_preprocess.cnf,15949,89715,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15_maplesat_preprocess.cnf,15992,89776,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19_maplesat_preprocess.cnf,15982,89780,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/logical_cryptanalysis_hash_function_2018/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19_maplesat_preprocess.cnf,16006,89849,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds18_maplesat_preprocess.cnf,2711,12697,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds19_maplesat_preprocess.cnf,3925,19203,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds20_maplesat_preprocess.cnf,4785,24578,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds21_maplesat_preprocess.cnf,5646,29918,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds22_maplesat_preprocess.cnf,6264,33883,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds23_maplesat_preprocess.cnf,6578,36085,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds24_maplesat_preprocess.cnf,6886,38343,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds25_maplesat_preprocess.cnf,7189,40575,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds26_maplesat_preprocess.cnf,7516,42928,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds27_maplesat_preprocess.cnf,7824,45177,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds28_maplesat_preprocess.cnf,8143,47512,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds29_maplesat_preprocess.cnf,8446,49725,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds30_maplesat_preprocess.cnf,8761,52016,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds31_maplesat_preprocess.cnf,9059,54197,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds32_maplesat_preprocess.cnf,9389,56578,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds33_maplesat_preprocess.cnf,9700,58847,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds34_maplesat_preprocess.cnf,10012,61104,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds35_maplesat_preprocess.cnf,10318,63356,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds36_maplesat_preprocess.cnf,10630,65635,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds37_maplesat_preprocess.cnf,10939,67897,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds38_maplesat_preprocess.cnf,11259,70197,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds39_maplesat_preprocess.cnf,11553,72407,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds40_maplesat_preprocess.cnf,11886,74757,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds41_maplesat_preprocess.cnf,12202,77050,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds42_maplesat_preprocess.cnf,12487,79160,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds43_maplesat_preprocess.cnf,12803,81408,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds44_maplesat_preprocess.cnf,13112,83606,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds45_maplesat_preprocess.cnf,13421,85793,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds46_maplesat_preprocess.cnf,13738,88031,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds47_maplesat_preprocess.cnf,14054,90276,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds48_maplesat_preprocess.cnf,14361,92437,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds49_maplesat_preprocess.cnf,14678,94699,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds50_maplesat_preprocess.cnf,14980,96865,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds51_maplesat_preprocess.cnf,15292,99090,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds52_maplesat_preprocess.cnf,15600,101268,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds53_maplesat_preprocess.cnf,15896,103361,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds54_maplesat_preprocess.cnf,16219,105661,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds55_maplesat_preprocess.cnf,16524,107848,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds56_maplesat_preprocess.cnf,16836,110053,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds57_maplesat_preprocess.cnf,17155,112281,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds58_maplesat_preprocess.cnf,17460,114444,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds59_maplesat_preprocess.cnf,17770,116645,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds60_maplesat_preprocess.cnf,18094,118913,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds61_maplesat_preprocess.cnf,18395,121039,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds62_maplesat_preprocess.cnf,18747,123503,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds63_maplesat_preprocess.cnf,19059,125745,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds64_maplesat_preprocess.cnf,19363,127977,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds65_maplesat_preprocess.cnf,19680,130283,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds66_maplesat_preprocess.cnf,19994,132548,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds67_maplesat_preprocess.cnf,20306,134851,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds68_maplesat_preprocess.cnf,20619,137096,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds69_maplesat_preprocess.cnf,20937,139430,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds70_maplesat_preprocess.cnf,21244,141682,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds71_maplesat_preprocess.cnf,21555,143948,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds72_maplesat_preprocess.cnf,21861,146162,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds73_maplesat_preprocess.cnf,22175,148461,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds74_maplesat_preprocess.cnf,22483,150696,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds75_maplesat_preprocess.cnf,22799,153003,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds76_maplesat_preprocess.cnf,23114,155300,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds77_maplesat_preprocess.cnf,23430,157574,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds78_maplesat_preprocess.cnf,23741,159850,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds79_maplesat_preprocess.cnf,24038,162041,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds80_maplesat_preprocess.cnf,24365,164395,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round22_restrict440_maplesat_preprocess.cnf,1883,8334,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round22_restrict445_maplesat_preprocess.cnf,1799,7907,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round22_restrict450_maplesat_preprocess.cnf,1740,7612,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round22_restrict455_maplesat_preprocess.cnf,1483,6432,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict440_maplesat_preprocess.cnf,2515,11920,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict445_maplesat_preprocess.cnf,2449,11555,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict450_maplesat_preprocess.cnf,2366,11135,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict455_maplesat_preprocess.cnf,2288,10726,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict460_maplesat_preprocess.cnf,2173,10207,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict465_maplesat_preprocess.cnf,2082,9717,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict470_maplesat_preprocess.cnf,1984,9228,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict475_maplesat_preprocess.cnf,1888,8763,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict480_maplesat_preprocess.cnf,1796,8332,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict485_maplesat_preprocess.cnf,1692,7829,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict490_maplesat_preprocess.cnf,1548,7167,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict495_maplesat_preprocess.cnf,1416,6560,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict500_maplesat_preprocess.cnf,1332,6119,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict505_maplesat_preprocess.cnf,1202,5528,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict440_maplesat_preprocess.cnf,3172,15722,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict445_maplesat_preprocess.cnf,3100,15325,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict450_maplesat_preprocess.cnf,3024,14954,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict455_maplesat_preprocess.cnf,2929,14415,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict460_maplesat_preprocess.cnf,2780,13604,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict465_maplesat_preprocess.cnf,2643,12840,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict470_maplesat_preprocess.cnf,2511,12082,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict475_maplesat_preprocess.cnf,2369,11316,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict480_maplesat_preprocess.cnf,2209,10434,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict485_maplesat_preprocess.cnf,2090,9868,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict490_maplesat_preprocess.cnf,1966,9322,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict495_maplesat_preprocess.cnf,1873,8862,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict500_maplesat_preprocess.cnf,1762,8351,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict505_maplesat_preprocess.cnf,1618,7696,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round26_restrict510_maplesat_preprocess.cnf,1483,7054,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict440_maplesat_preprocess.cnf,3841,19760,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict445_maplesat_preprocess.cnf,3759,19251,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict450_maplesat_preprocess.cnf,3693,18883,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict455_maplesat_preprocess.cnf,3588,18317,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict460_maplesat_preprocess.cnf,3501,17815,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict465_maplesat_preprocess.cnf,3407,17266,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict470_maplesat_preprocess.cnf,3314,16735,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict475_maplesat_preprocess.cnf,3238,16296,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict480_maplesat_preprocess.cnf,3129,15778,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict485_maplesat_preprocess.cnf,3004,15111,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict490_maplesat_preprocess.cnf,2894,14517,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict495_maplesat_preprocess.cnf,2775,13907,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round28_restrict500_maplesat_preprocess.cnf,2635,13211,crypto
